trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
30427A463B2278,,,26842,4,"",0,0,0.54754229
30427A463B2278,,,27386,5,"",0,0,0.72258981
30427A463B2278,,,26843,6,"",0,0,0.92632138
30427A463B2278,,,26844,7,"",0,0,0.97789612
30427A463B2278,,,26845,8,"",0,0,1.12855436
30427A463B2278,,,27384,9,"",0,0,1.20436751
30427A463B2278,,,26846,10,"",0,0,1.33426151
30427A463B2278,,,26847,11,"",0,0,1.41069862
30427A463B2278,,,27378,12,"",0,0,1.58415995
30427A463B2278,,,27375,13,"",0,0,1.7546559
30427A463B2278,,,27373,14,"",0,0,1.90869968
30427A463B2278,,,27372,15,"",0,0,2.23280347
30427A463B2278,05:55:00,05:55:00,27369,16,"",0,0,2.4859799
30427A463B2278,,,27362,17,"",0,0,2.75841837
30427A463B2278,,,26934,18,"",0,0,2.91411797
30427A463B2278,,,27437,19,"",0,0,3.1067076
30427A463B2278,,,27436,20,"",0,0,3.246419
30427A463B2278,,,27433,21,"",0,0,3.38757137
30427A463B2278,06:05:00,06:05:00,27432,22,"",0,0,3.54404497
30427A463B2278,,,27652,23,"",0,0,3.76586524
30427A463B2278,,,27295,24,"",0,0,3.9771268
30427A463B2278,,,27294,25,"",0,0,4.04355224
30427A463B2278,06:15:00,06:15:00,27633,26,"",0,0,4.26932344
31012A537B2278,07:50:00,07:50:00,28047,1,"",0,0,0
31012A537B2278,07:53:00,07:53:00,781795,2,"",0,0,0.51366553
31012A537B2278,07:58:00,07:58:00,27746,3,"",0,0,3.83887125
31012A537B2278,08:05:00,08:05:00,27745,4,"",0,0,7.86000369
31012A537B2278,08:15:00,08:15:00,27744,5,"",0,0,12.00413545
31012A537B2278,08:45:00,08:45:00,27743,6,"",0,0,35.22533191
31012A537B2278,08:55:00,08:55:00,27742,7,"",0,0,43.27697508
31012A537B2278,09:08:00,09:08:00,27741,8,"",0,0,48.29213234
31012A537B2278,09:10:00,09:10:00,27633,9,"",0,0,48.87474707
30946A462B2278,06:45:00,06:45:00,27633,1,"",0,0,0
30946A462B2278,,,27469,2,"",0,0,0.20733591
30946A462B2278,,,26759,3,"",0,0,0.39991078
30946A462B2278,,,26786,4,"",0,0,0.57230327
30946A462B2278,,,26871,5,"",0,0,0.91869804
30946A462B2278,,,26872,6,"",0,0,1.17412905
30946A462B2278,,,26873,7,"",0,0,1.50673107
30946A462B2278,,,26874,8,"",0,0,1.82119141
30946A462B2278,,,26875,9,"",0,0,2.084007
30946A462B2278,,,26876,10,"",0,0,2.20923374
30946A462B2278,,,26877,11,"",0,0,2.51289218
30946A462B2278,,,27447,12,"",0,0,2.62827771
30946A462B2278,,,26879,13,"",0,0,2.90143527
30946A462B2278,,,27449,14,"",0,0,3.16516275
30946A462B2278,,,26881,15,"",0,0,3.37020025
30946A462B2278,06:55:00,06:55:00,27452,16,"",0,0,3.59473618
30946A462B2278,,,27453,17,"",0,0,3.75351517
30946A462B2278,,,26883,18,"",0,0,3.98158509
30946A462B2278,,,26884,19,"",0,0,4.21796445
30946A462B2278,,,27457,20,"",0,0,4.34164651
30946A462B2278,,,26885,21,"",0,0,4.79618796
30946A462B2278,,,27460,22,"",0,0,5.00586289
30946A462B2278,,,26886,23,"",0,0,5.39153107
30946A462B2278,,,26887,24,"",0,0,5.48539143
30946A462B2278,,,26888,25,"",0,0,5.61157889
30946A462B2278,,,26889,26,"",0,0,5.84492792
30946A462B2278,,,26890,27,"",0,0,6.10929291
30946A462B2278,07:05:00,07:05:00,26891,28,"",0,0,6.28298868
30946A462B2278,,,27468,29,"",0,0,6.47371159
30946A462B2278,,,26892,30,"",0,0,6.71384279
30946A462B2278,,,26893,31,"",0,0,6.93379969
30946A462B2278,07:15:00,07:15:00,26803,32,"",0,0,7.08807124
32198A627B2278,05:45:00,05:45:00,27598,1,"",0,0,0
32198A627B2278,,,27597,2,"",0,0,0.18215344
32198A627B2278,,,27596,3,"",0,0,0.3346006
32198A627B2278,,,27118,4,"",0,0,0.45751285
32198A627B2278,,,27595,5,"",0,0,0.59410942
32198A627B2278,,,27593,6,"",0,0,0.81849617
32198A627B2278,,,27592,7,"",0,0,1.11199329
32198A627B2278,05:50:00,05:50:00,27591,8,"",0,0,1.43712292
32198A627B2278,,,27590,9,"",0,0,1.54699517
32198A627B2278,,,27589,10,"",0,0,1.69463824
32198A627B2278,,,27588,11,"",0,0,1.80501501
32198A627B2278,,,27587,12,"",0,0,1.96774005
32198A627B2278,,,27586,13,"",0,0,2.18418171
32198A627B2278,,,27583,14,"",0,0,2.50558056
32198A627B2278,,,27582,15,"",0,0,2.62465317
32198A627B2278,05:55:00,05:55:00,27581,16,"",0,0,2.80106242
32198A627B2278,,,27578,17,"",0,0,2.96513331
32198A627B2278,,,27577,18,"",0,0,3.2281155
32198A627B2278,,,27576,19,"",0,0,3.48831123
32198A627B2278,,,27574,20,"",0,0,3.6687792
32198A627B2278,,,27573,21,"",0,0,3.83923974
32198A627B2278,,,27572,22,"",0,0,4.01253513
32198A627B2278,06:00:00,06:00:00,27571,23,"",0,0,4.1909004
32198A627B2278,,,27570,24,"",0,0,4.33734573
32198A627B2278,,,27568,25,"",0,0,4.42669746
32198A627B2278,,,27567,26,"",0,0,4.52538845
32198A627B2278,,,27565,27,"",0,0,4.61185958
32198A627B2278,,,27564,28,"",0,0,4.69999826
32198A627B2278,,,27563,29,"",0,0,4.88188151
32198A627B2278,06:05:00,06:05:00,27562,30,"",0,0,4.96960634
32198A627B2278,,,27536,31,"",0,0,5.14020644
32198A627B2278,,,27537,32,"",0,0,5.19808316
32198A627B2278,,,27627,33,"",0,0,5.2836529
32198A627B2278,,,27626,34,"",0,0,5.34861126
32198A627B2278,06:15:00,06:15:00,27633,35,"",0,0,5.71970066
31013A462B2278,08:45:00,08:45:00,28047,1,"",0,0,0
31013A462B2278,08:48:00,08:48:00,781795,2,"",0,0,0.51366553
31013A462B2278,08:53:00,08:53:00,27746,3,"",0,0,3.83887125
31013A462B2278,09:00:00,09:00:00,27745,4,"",0,0,7.86000369
31013A462B2278,09:10:00,09:10:00,27744,5,"",0,0,12.00413545
31013A462B2278,09:40:00,09:40:00,27743,6,"",0,0,35.22533191
31013A462B2278,09:50:00,09:50:00,27742,7,"",0,0,43.27697508
31013A462B2278,10:05:00,10:05:00,781762,8,"",0,0,49.94558821
31013A462B2278,10:15:00,10:15:00,27633,9,"",0,0,51.09029299
31013A462B2278,10:20:00,10:20:00,26786,10,"",0,0,51.63941067
31988A590B2278,04:30:00,04:32:00,28047,1,"",0,0,0
31988A590B2278,04:45:00,04:48:00,27744,2,"",0,0,12.53985162
31988A590B2278,05:15:00,05:20:00,27743,3,"",0,0,35.75947769
31988A590B2278,05:35:00,05:38:00,27633,4,"",0,0,45.6060823
31988A590B2278,05:43:00,05:50:00,28048,5,"",0,0,46.45216474
31988A590B2278,06:30:00,06:35:00,28049,6,"",0,0,74.77292704
31988A590B2278,07:10:00,07:10:00,28050,7,"",0,0,102.12056601
89699A462B2278,14:05:00,14:05:00,781762,1,"",0,0,0
89699A462B2278,14:20:00,14:20:00,27633,2,"",0,0,1.14431351
89699A462B2278,14:22:00,14:22:00,26786,3,"",0,0,1.69343119
89699A462B2278,14:35:00,14:35:00,27742,4,"",0,0,6.51221033
89699A462B2278,14:45:00,14:45:00,27743,5,"",0,0,14.33484955
89699A462B2278,15:15:00,15:15:00,27744,6,"",0,0,37.92213215
89699A462B2278,15:20:00,15:20:00,27745,7,"",0,0,42.14211922
89699A462B2278,15:32:00,15:32:00,27746,8,"",0,0,45.6795988
89699A462B2278,15:45:00,15:45:00,28047,9,"",0,0,51.6919434
89701A462B2278,07:40:00,07:40:00,781762,1,"",0,0,0
89701A462B2278,07:50:00,07:50:00,27633,2,"",0,0,1.14431351
89701A462B2278,07:52:00,07:52:00,26786,3,"",0,0,1.69343119
89701A462B2278,08:05:00,08:05:00,27742,4,"",0,0,6.51221033
89701A462B2278,08:15:00,08:15:00,27743,5,"",0,0,14.33484955
89701A462B2278,08:45:00,08:45:00,27744,6,"",0,0,37.92213215
89701A462B2278,08:50:00,08:50:00,27745,7,"",0,0,42.14211922
89701A462B2278,09:02:00,09:02:00,27746,8,"",0,0,45.6795988
89701A462B2278,09:15:00,09:15:00,28047,9,"",0,0,51.6919434
30992A462B2278,06:18:00,06:18:00,27066,1,"",0,0,0
30992A462B2278,,,27236,2,"",0,0,0.15086288
30992A462B2278,06:20:00,06:20:00,27234,3,"",0,0,0.41166919
30992A462B2278,,,27232,4,"",0,0,0.57924362
30992A462B2278,,,27233,5,"",0,0,0.7072794
30992A462B2278,,,27231,6,"",0,0,1.15216725
30992A462B2278,,,27230,7,"",0,0,1.41783502
30992A462B2278,,,27229,8,"",0,0,1.66926267
30992A462B2278,,,27228,9,"",0,0,1.81468487
30992A462B2278,,,27226,10,"",0,0,1.98227479
30992A462B2278,,,27225,11,"",0,0,2.11573807
30992A462B2278,,,27224,12,"",0,0,2.36013389
30992A462B2278,,,27222,13,"",0,0,2.48098995
30992A462B2278,,,27221,14,"",0,0,2.64858887
30992A462B2278,,,27220,15,"",0,0,2.76093684
30992A462B2278,06:25:00,06:25:00,27218,16,"",0,0,2.93354368
30992A462B2278,,,27219,17,"",0,0,3.05922572
30992A462B2278,,,27666,18,"",0,0,3.2596686
30992A462B2278,,,27217,19,"",0,0,3.34042309
30992A462B2278,,,27216,20,"",0,0,3.48596142
30992A462B2278,,,27215,21,"",0,0,3.58564831
30992A462B2278,,,27214,22,"",0,0,3.70052872
30992A462B2278,,,27213,23,"",0,0,3.82170087
30992A462B2278,,,27212,24,"",0,0,4.09089131
30992A462B2278,,,27211,25,"",0,0,4.32019515
30992A462B2278,,,27210,26,"",0,0,4.52338374
30992A462B2278,,,27209,27,"",0,0,4.96348049
30992A462B2278,,,27208,28,"",0,0,5.09495957
30992A462B2278,,,27207,29,"",0,0,5.23258861
30992A462B2278,,,27206,30,"",0,0,5.30470066
30992A462B2278,,,27205,31,"",0,0,5.47512191
30992A462B2278,06:35:00,06:35:00,27204,32,"",0,0,5.64903825
30992A462B2278,,,27036,33,"",0,0,6.00589451
30992A462B2278,,,27624,34,"",0,0,6.21334021
30992A462B2278,06:45:00,06:45:00,27633,35,"",0,0,6.53970237
89688A462B2278,11:15:00,11:15:00,28047,1,"",0,0,0
89688A462B2278,11:18:00,11:18:00,781795,2,"",0,0,0.51366553
89688A462B2278,11:23:00,11:23:00,27746,3,"",0,0,3.83887125
89688A462B2278,11:30:00,11:30:00,27745,4,"",0,0,7.86000369
89688A462B2278,11:40:00,11:40:00,27744,5,"",0,0,12.00413545
89688A462B2278,12:10:00,12:10:00,27743,6,"",0,0,35.22533191
89688A462B2278,12:20:00,12:20:00,27742,7,"",0,0,43.27697508
89688A462B2278,12:35:00,12:35:00,781762,8,"",0,0,49.94558821
89688A462B2278,12:45:00,12:45:00,27633,9,"",0,0,51.09029299
89688A462B2278,12:52:00,12:52:00,26786,10,"",0,0,51.63941067
30961A536B2278,06:15:00,06:15:00,27633,1,"",0,0,0
30961A536B2278,,,26806,2,"",0,0,0.43261856
30961A536B2278,,,27430,3,"",0,0,0.51342289
30961A536B2278,,,26807,4,"",0,0,0.64790277
30961A536B2278,,,27635,5,"",0,0,0.88056853
30961A536B2278,,,26809,6,"",0,0,1.11434372
30961A536B2278,,,26810,7,"",0,0,1.24554336
30961A536B2278,,,26811,8,"",0,0,1.44123394
30961A536B2278,,,26812,9,"",0,0,1.61269747
30961A536B2278,,,26820,10,"",0,0,1.90941645
30961A536B2278,,,26821,11,"",0,0,2.06513069
30961A536B2278,06:25:00,06:25:00,26822,12,"",0,0,2.18470964
30961A536B2278,,,26823,13,"",0,0,2.30463088
30961A536B2278,,,26824,14,"",0,0,2.47585458
30961A536B2278,,,27394,15,"",0,0,2.72770233
30961A536B2278,,,27417,16,"",0,0,3.11800202
30961A536B2278,,,27418,17,"",0,0,3.24409882
30961A536B2278,,,27415,18,"",0,0,3.51407074
30961A536B2278,,,26828,19,"",0,0,3.81433806
30961A536B2278,,,27660,20,"",0,0,4.32367417
30961A536B2278,,,27659,21,"",0,0,4.64948983
30961A536B2278,,,26829,22,"",0,0,5.47884214
30961A536B2278,,,27413,23,"",0,0,5.80610599
30961A536B2278,,,27411,24,"",0,0,5.94717105
30961A536B2278,,,26830,25,"",0,0,6.12909485
30961A536B2278,,,27407,26,"",0,0,6.3828471
30961A536B2278,,,27662,27,"",0,0,6.56754812
30961A536B2278,06:35:00,06:35:00,26832,28,"",0,0,7.09744009
30961A536B2278,,,27404,29,"",0,0,7.28800308
30961A536B2278,,,26834,30,"",0,0,7.45056797
30961A536B2278,,,26835,31,"",0,0,7.61829491
30961A536B2278,,,26836,32,"",0,0,7.80905245
30961A536B2278,,,27392,33,"",0,0,7.93822014
30961A536B2278,,,27391,34,"",0,0,8.0053492
30961A536B2278,,,26837,35,"",0,0,8.16086545
30961A536B2278,,,26838,36,"",0,0,8.3496912
30961A536B2278,,,27390,37,"",0,0,8.45215966
30961A536B2278,,,758781,38,"",0,0,8.5839454
30961A536B2278,06:45:00,06:45:00,26839,39,"",0,0,8.78540771
30431A463B2278,06:15:00,06:15:00,27633,1,"",0,0,0
30431A463B2278,,,26958,2,"",0,0,0.23971681
30431A463B2278,,,26959,3,"",0,0,0.33417935
30431A463B2278,,,26960,4,"",0,0,0.42120744
30431A463B2278,,,26961,5,"",0,0,0.5797695
30431A463B2278,,,26962,6,"",0,0,0.77618726
30431A463B2278,,,26963,7,"",0,0,0.89889616
30431A463B2278,,,26964,8,"",0,0,1.05941233
30431A463B2278,,,26965,9,"",0,0,1.4398093
30431A463B2278,,,26966,10,"",0,0,1.58237742
30431A463B2278,06:25:00,06:25:00,760906,11,"",0,0,2.061001
30431A463B2278,,,26969,12,"",0,0,2.33417473
30431A463B2278,,,26971,13,"",0,0,2.51798446
30431A463B2278,,,26970,14,"",0,0,2.78972026
30431A463B2278,,,27285,15,"",0,0,2.93663341
30431A463B2278,,,27286,16,"",0,0,3.19781359
30431A463B2278,,,26973,17,"",0,0,3.65933609
30431A463B2278,,,26974,18,"",0,0,3.9448702
30431A463B2278,,,26975,19,"",0,0,4.10989068
30431A463B2278,,,26976,20,"",0,0,4.3102275
30431A463B2278,,,26977,21,"",0,0,4.63418376
30431A463B2278,06:35:00,06:35:00,26978,22,"",0,0,4.86142247
30431A463B2278,,,26979,23,"",0,0,5.01003642
30431A463B2278,,,26956,24,"",0,0,5.42207419
30431A463B2278,06:45:00,06:45:00,26957,25,"",0,0,5.73412263
89706A537B2278,7:50:00,7:50:00,27633,1,"",0,0,0
89706A537B2278,7:52:00,7:52:00,26786,2,"",0,0,0.54503945
89706A537B2278,8:05:00,8:05:00,27742,3,"",0,0,5.36381859
89706A537B2278,8:15:00,8:15:00,27743,4,"",0,0,13.18645781
89706A537B2278,8:45:00,8:45:00,27744,5,"",0,0,36.77374041
89706A537B2278,8:50:00,8:50:00,27745,6,"",0,0,40.99372748
89706A537B2278,9:02:00,9:02:00,27746,7,"",0,0,44.53120706
89706A537B2278,9:20:00,9:20:00,28047,8,"",0,0,50.54355166
31415A462B2278,06:15:00,06:15:00,26957,1,"",0,0,0
31415A462B2278,,,27332,2,"",0,0,0.36912783
31415A462B2278,,,27333,3,"",0,0,0.49287646
31415A462B2278,,,27331,4,"",0,0,0.5691032
31415A462B2278,,,27334,5,"",0,0,0.98835379
31415A462B2278,,,27335,6,"",0,0,1.06466729
31415A462B2278,,,27330,7,"",0,0,1.19966489
31415A462B2278,,,26952,8,"",0,0,1.31324025
31415A462B2278,,,27321,9,"",0,0,1.49288938
31415A462B2278,,,27319,10,"",0,0,1.77350366
31415A462B2278,,,27317,11,"",0,0,1.94592646
31415A462B2278,,,27315,12,"",0,0,2.12761612
31415A462B2278,06:25:00,06:25:00,27313,13,"",0,0,2.30083199
31415A462B2278,,,27312,14,"",0,0,2.44971674
31415A462B2278,,,27310,15,"",0,0,2.59256691
31415A462B2278,,,27308,16,"",0,0,2.72409231
31415A462B2278,,,27305,17,"",0,0,2.99046821
31415A462B2278,,,27304,18,"",0,0,3.15221237
31415A462B2278,,,27657,19,"",0,0,3.35938458
31415A462B2278,,,27298,20,"",0,0,3.68040444
31415A462B2278,,,27299,21,"",0,0,3.952087
31415A462B2278,,,27300,22,"",0,0,4.2043559
31415A462B2278,06:35:00,06:35:00,27301,23,"",0,0,4.40653105
31415A462B2278,,,27302,24,"",0,0,4.57745829
31415A462B2278,,,27296,25,"",0,0,4.75817956
31415A462B2278,,,27294,26,"",0,0,4.86739159
31415A462B2278,06:45:00,06:45:00,27633,27,"",0,0,5.09316279
30432A463B2278,05:45:00,05:45:00,26957,1,"",0,0,0
30432A463B2278,,,27293,2,"",0,0,0.39862171
30432A463B2278,,,27292,3,"",0,0,0.62769999
30432A463B2278,,,27291,4,"",0,0,0.96429137
30432A463B2278,,,27290,5,"",0,0,1.16321559
30432A463B2278,,,27289,6,"",0,0,1.32314226
30432A463B2278,,,27288,7,"",0,0,1.62256309
30432A463B2278,,,27287,8,"",0,0,1.98922436
30432A463B2278,,,26972,9,"",0,0,2.20635793
30432A463B2278,,,27284,10,"",0,0,2.34111749
30432A463B2278,,,27283,11,"",0,0,2.4821536
30432A463B2278,,,27282,12,"",0,0,2.75567746
30432A463B2278,05:55:00,05:55:00,27281,13,"",0,0,2.93810779
30432A463B2278,,,760907,14,"",0,0,3.38440955
30432A463B2278,,,27277,15,"",0,0,3.72848803
30432A463B2278,,,27276,16,"",0,0,3.87201279
30432A463B2278,,,27275,17,"",0,0,4.23253497
30432A463B2278,,,27274,18,"",0,0,4.31696261
30432A463B2278,06:05:00,06:05:00,27273,19,"",0,0,4.52615252
30432A463B2278,,,27272,20,"",0,0,4.58880822
30432A463B2278,,,27254,21,"",0,0,4.73726962
30432A463B2278,,,27252,22,"",0,0,4.97491928
30432A463B2278,06:15:00,06:15:00,27633,23,"",0,0,5.30334653
26249A481B2276,17:00:00,17:00:00,22193,1,"",0,0,0
26249A481B2276,17:15:00,17:15:00,22192,2,"",0,0,9.86532186
26249A481B2276,17:20:00,17:20:00,22191,3,"",0,0,11.01350688
26249A481B2276,17:25:00,17:25:00,22190,4,"",0,0,12.46078617
26249A481B2276,17:35:00,17:35:00,22189,5,"",0,0,15.22617985
26249A481B2276,17:40:00,17:40:00,22192,6,"",0,0,16.92995696
26249A481B2276,18:00:00,18:00:00,22193,7,"",0,0,26.30400244
30443A463B2278,06:15:00,06:15:00,27633,1,"",0,0,0
30443A463B2278,,,27469,2,"",0,0,0.20733591
30443A463B2278,,,26759,3,"",0,0,0.39991078
30443A463B2278,,,26760,4,"",0,0,0.57766249
30443A463B2278,,,26848,5,"",0,0,0.63984348
30443A463B2278,,,26849,6,"",0,0,0.78513602
30443A463B2278,,,27121,7,"",0,0,1.11872138
30443A463B2278,,,27122,8,"",0,0,1.28631818
30443A463B2278,,,27123,9,"",0,0,1.48605816
30443A463B2278,,,27542,10,"",0,0,1.76909176
30443A463B2278,,,27124,11,"",0,0,1.88690169
30443A463B2278,,,27125,12,"",0,0,1.96721315
30443A463B2278,,,27126,13,"",0,0,2.11697553
30443A463B2278,06:25:00,06:25:00,27127,14,"",0,0,2.30812178
30443A463B2278,,,27128,15,"",0,0,2.47873468
30443A463B2278,,,27129,16,"",0,0,2.65202173
30443A463B2278,,,27130,17,"",0,0,2.83541402
30443A463B2278,,,27131,18,"",0,0,3.00970333
30443A463B2278,,,27132,19,"",0,0,3.11958319
30443A463B2278,,,27133,20,"",0,0,3.20616758
30443A463B2278,,,27553,21,"",0,0,3.41388231
30443A463B2278,,,27135,22,"",0,0,3.58603663
30443A463B2278,,,27136,23,"",0,0,3.80510885
30443A463B2278,,,27137,24,"",0,0,3.9416956
30443A463B2278,,,27138,25,"",0,0,4.17387913
30443A463B2278,,,27558,26,"",0,0,4.44624381
30443A463B2278,,,27140,27,"",0,0,4.62801574
30443A463B2278,,,27560,28,"",0,0,4.74424804
30443A463B2278,,,27142,29,"",0,0,4.93635123
30443A463B2278,,,27143,30,"",0,0,5.1898118
30443A463B2278,06:35:00,06:35:00,27144,31,"",0,0,5.5499589
30443A463B2278,,,27145,32,"",0,0,5.90648279
30443A463B2278,,,27146,33,"",0,0,6.11805366
30443A463B2278,,,27147,34,"",0,0,6.24295563
30443A463B2278,,,27114,35,"",0,0,6.40347114
30443A463B2278,,,27148,36,"",0,0,6.51980138
30443A463B2278,,,27115,37,"",0,0,6.62731601
30443A463B2278,,,27149,38,"",0,0,6.96998815
30443A463B2278,,,27150,39,"",0,0,7.23125968
30443A463B2278,,,27151,40,"",0,0,7.41805897
30443A463B2278,,,27647,41,"",0,0,7.75051526
30443A463B2278,,,27152,42,"",0,0,7.95383112
30443A463B2278,06:45:00,06:45:00,27153,43,"",0,0,8.19258388
32006A591B2278,09:30:00,09:30:00,28050,1,"",0,0,0
32006A591B2278,10:05:00,10:10:00,28049,2,"",0,0,24.24319135
32006A591B2278,10:50:00,10:55:00,28048,3,"",0,0,51.8303063
32006A591B2278,11:10:00,11:15:00,27743,4,"",0,0,60.90286481
32006A591B2278,11:45:00,11:50:00,27744,5,"",0,0,84.48239978
32006A591B2278,12:05:00,12:05:00,28047,6,"",0,0,94.94304964
32003A590B2278,21:00:00,21:00:00,28050,1,"",0,0,0
32003A590B2278,21:35:00,21:40:00,28049,2,"",0,0,24.24319135
32003A590B2278,22:25:00,22:30:00,28048,3,"",0,0,51.8303063
32003A590B2278,22:45:00,22:50:00,27743,4,"",0,0,60.90286481
32003A590B2278,23:20:00,23:25:00,27744,5,"",0,0,84.48239978
32003A590B2278,23:40:00,23:40:00,28047,6,"",0,0,94.94304964
31024A462B2278,07:00:00,07:00:00,27748,1,"",0,0,0
31024A462B2278,,,27749,2,"",0,0,0.11946571
31024A462B2278,,,26900,3,"",0,0,0.30638716
31024A462B2278,,,26938,4,"",0,0,0.48114224
31024A462B2278,,,27752,5,"",0,0,0.57061051
31024A462B2278,,,27753,6,"",0,0,0.86900592
31024A462B2278,,,27754,7,"",0,0,1.16767377
31024A462B2278,,,27756,8,"",0,0,1.75465487
31024A462B2278,07:15:00,07:15:00,27657,9,"",0,0,1.954052
31024A462B2278,,,27759,10,"",0,0,2.49522478
31024A462B2278,,,27760,11,"",0,0,2.87217967
31024A462B2278,,,27302,12,"",0,0,3.22281938
31024A462B2278,,,27296,13,"",0,0,3.40359964
31024A462B2278,,,27294,14,"",0,0,3.51281167
31024A462B2278,,,759370,15,"",0,0,3.67211673
31024A462B2278,07:30:00,07:30:00,27748,16,"",0,0,3.90512939
30466A462B2278,06:15:00,06:15:00,27512,1,"",0,0,0
30466A462B2278,,,26813,2,"",0,0,0.06723833
30466A462B2278,,,27510,3,"",0,0,0.36717814
30466A462B2278,,,27509,4,"",0,0,0.49887362
30466A462B2278,,,27507,5,"",0,0,0.58939009
30466A462B2278,,,27156,6,"",0,0,0.75483748
30466A462B2278,,,26780,7,"",0,0,1.23761236
30466A462B2278,,,26779,8,"",0,0,1.40357941
30466A462B2278,,,27504,9,"",0,0,1.4764198
30466A462B2278,,,27503,10,"",0,0,1.70556364
30466A462B2278,,,27502,11,"",0,0,1.92673107
30466A462B2278,,,26775,12,"",0,0,2.09242643
30466A462B2278,06:25:00,06:25:00,27501,13,"",0,0,2.1711161
30466A462B2278,,,26773,14,"",0,0,2.34720782
30466A462B2278,,,27498,15,"",0,0,2.51162515
30466A462B2278,,,26771,16,"",0,0,2.91407147
30466A462B2278,,,27497,17,"",0,0,3.13689884
30466A462B2278,,,27496,18,"",0,0,3.3486398
30466A462B2278,,,27665,19,"",0,0,3.53831191
30466A462B2278,,,27495,20,"",0,0,3.65340323
30466A462B2278,,,27494,21,"",0,0,3.89536532
30466A462B2278,,,27493,22,"",0,0,4.06567573
30466A462B2278,,,26763,23,"",0,0,4.25341797
30466A462B2278,,,27491,24,"",0,0,4.38377815
30466A462B2278,,,27645,25,"",0,0,4.56272827
30466A462B2278,06:35:00,06:35:00,27490,26,"",0,0,4.79390207
30466A462B2278,,,27628,27,"",0,0,4.92828854
30466A462B2278,,,26786,28,"",0,0,5.17633183
30466A462B2278,,,27439,29,"",0,0,5.39642412
30466A462B2278,06:45:00,06:45:00,27633,30,"",0,0,5.78859823
89714A537B2278,14:20:00,14:20:00,27633,1,"",0,0,0
89714A537B2278,14:22:00,14:22:00,26786,2,"",0,0,0.54503945
89714A537B2278,14:35:00,14:35:00,27742,3,"",0,0,5.36381859
89714A537B2278,14:45:00,14:45:00,27743,4,"",0,0,13.18645781
89714A537B2278,15:15:00,15:15:00,27744,5,"",0,0,36.77374041
89714A537B2278,15:20:00,15:20:00,27745,6,"",0,0,40.99372748
89714A537B2278,15:32:00,15:32:00,27746,7,"",0,0,44.53120706
89714A537B2278,15:50:00,15:50:00,28047,8,"",0,0,50.54355166
30962A537B2278,06:15:00,06:15:00,27633,1,"",0,0,0
30962A537B2278,,,26806,2,"",0,0,0.43261856
30962A537B2278,,,27430,3,"",0,0,0.51342289
30962A537B2278,,,26807,4,"",0,0,0.64790277
30962A537B2278,,,27635,5,"",0,0,0.88056853
30962A537B2278,,,26809,6,"",0,0,1.11434372
30962A537B2278,,,26810,7,"",0,0,1.24554336
30962A537B2278,,,26811,8,"",0,0,1.44123394
30962A537B2278,,,26812,9,"",0,0,1.61269747
30962A537B2278,,,26820,10,"",0,0,1.90941645
30962A537B2278,,,26821,11,"",0,0,2.06513069
30962A537B2278,06:25:00,06:25:00,26822,12,"",0,0,2.18470964
30962A537B2278,,,26823,13,"",0,0,2.30463088
30962A537B2278,,,26824,14,"",0,0,2.47585458
30962A537B2278,,,27394,15,"",0,0,2.72770233
30962A537B2278,,,27417,16,"",0,0,3.11800202
30962A537B2278,,,27418,17,"",0,0,3.24409882
30962A537B2278,,,27415,18,"",0,0,3.51407074
30962A537B2278,,,26828,19,"",0,0,3.81433806
30962A537B2278,,,26829,20,"",0,0,4.0169623
30962A537B2278,,,27413,21,"",0,0,4.34737809
30962A537B2278,,,27411,22,"",0,0,4.48844315
30962A537B2278,,,26830,23,"",0,0,4.67036695
30962A537B2278,,,27407,24,"",0,0,4.9241192
30962A537B2278,,,27662,25,"",0,0,5.10882022
30962A537B2278,06:35:00,06:35:00,26832,26,"",0,0,5.63871219
30962A537B2278,,,27404,27,"",0,0,5.82927518
30962A537B2278,,,26834,28,"",0,0,5.99184007
30962A537B2278,,,26835,29,"",0,0,6.15956701
30962A537B2278,,,26836,30,"",0,0,6.35032455
30962A537B2278,,,27392,31,"",0,0,6.47949224
30962A537B2278,,,27391,32,"",0,0,6.5466213
30962A537B2278,,,26837,33,"",0,0,6.70213755
30962A537B2278,,,26838,34,"",0,0,6.8909633
30962A537B2278,,,27390,35,"",0,0,6.99343176
30962A537B2278,,,758781,36,"",0,0,7.12521749
30962A537B2278,06:45:00,06:45:00,26839,37,"",0,0,7.32667981
26251A482B2276,23:00:00,23:00:00,22193,1,"",0,0,0
26251A482B2276,23:15:00,23:15:00,22192,2,"",0,0,9.86532186
26251A482B2276,23:20:00,23:20:00,22191,3,"",0,0,11.01350688
26251A482B2276,23:25:00,23:25:00,22190,4,"",0,0,12.46078617
26251A482B2276,24:00:00,24:00:00,22199,5,"",0,0,36.85175928
30454A463B2278,06:15:00,06:15:00,27633,1,"",0,0,0
30454A463B2278,,,26899,2,"",0,0,0.22582231
30454A463B2278,,,26900,3,"",0,0,0.32811244
30454A463B2278,,,26901,4,"",0,0,0.46110702
30454A463B2278,,,26902,5,"",0,0,0.77010234
30454A463B2278,,,27653,6,"",0,0,0.86401704
30454A463B2278,,,26903,7,"",0,0,0.97250733
